,O*NET-SOC Code,Element Name,Data Value
4711,13-1041.06,Social Perceptiveness,4.12
5632,13-1041.07,Assisting and Caring for Others,2.06
23134,13-1041.07,"Cramped Work Space, Awkward Positions",1.15
4539,13-1041.07,Fine Arts,0.06
7119,13-1041.07,Finger Dexterity,2.38
7117,13-1041.07,Manual Dexterity,0.25
4787,13-1041.07,Negotiation,3.25
7083,13-1041.07,Originality,3.38
4785,13-1041.07,Persuasion,3.88
4781,13-1041.07,Social Perceptiveness,3.12
5714,13-1051.00,Assisting and Caring for Others,1.81
23472,13-1051.00,"Cramped Work Space, Awkward Positions",1.59
4605,13-1051.00,Fine Arts,0.29
7223,13-1051.00,Finger Dexterity,1.25
7221,13-1051.00,Manual Dexterity,0.25
4857,13-1051.00,Negotiation,3.38
7187,13-1051.00,Originality,3.0
4855,13-1051.00,Persuasion,3.75
4851,13-1051.00,Social Perceptiveness,3.0
5796,13-1071.00,Assisting and Caring for Others,2.95
23810,13-1071.00,"Cramped Work Space, Awkward Positions",1.21
4671,13-1071.00,Fine Arts,0.1
7327,13-1071.00,Finger Dexterity,1.88
7325,13-1071.00,Manual Dexterity,0.0
4927,13-1071.00,Negotiation,3.12
7291,13-1071.00,Originality,3.12
4925,13-1071.00,Persuasion,3.12
4921,13-1071.00,Social Perceptiveness,3.88
5878,13-1074.00,Assisting and Caring for Others,2.77
24148,13-1074.00,"Cramped Work Space, Awkward Positions",1.2
4737,13-1074.00,Fine Arts,0.38
7431,13-1074.00,Finger Dexterity,1.5
7429,13-1074.00,Manual Dexterity,2.5
4997,13-1074.00,Negotiation,3.0
7395,13-1074.00,Originality,2.0
4995,13-1074.00,Persuasion,2.88
4991,13-1074.00,Social Perceptiveness,3.0
5960,13-1075.00,Assisting and Caring for Others,2.75
24486,13-1075.00,"Cramped Work Space, Awkward Positions",1.3
4803,13-1075.00,Fine Arts,0.55
7535,13-1075.00,Finger Dexterity,0.0
7533,13-1075.00,Manual Dexterity,0.0
5067,13-1075.00,Negotiation,4.25
7499,13-1075.00,Originality,3.75
5065,13-1075.00,Persuasion,4.25
5061,13-1075.00,Social Perceptiveness,3.88
6042,13-1081.00,Assisting and Caring for Others,2.04
24824,13-1081.00,"Cramped Work Space, Awkward Positions",1.54
4869,13-1081.00,Fine Arts,0.33
7639,13-1081.00,Finger Dexterity,1.88
7637,13-1081.00,Manual Dexterity,0.0
5137,13-1081.00,Negotiation,3.5
7603,13-1081.00,Originality,3.88
5135,13-1081.00,Persuasion,3.62
5131,13-1081.00,Social Perceptiveness,3.62
6124,13-1081.01,Assisting and Caring for Others,2.14
25162,13-1081.01,"Cramped Work Space, Awkward Positions",1.68
4935,13-1081.01,Fine Arts,0.41
7743,13-1081.01,Finger Dexterity,3.12
7741,13-1081.01,Manual Dexterity,1.62
5207,13-1081.01,Negotiation,3.0
7707,13-1081.01,Originality,4.0
5205,13-1081.01,Persuasion,3.0
5201,13-1081.01,Social Perceptiveness,3.5
6206,13-1081.02,Assisting and Caring for Others,2.12
25500,13-1081.02,"Cramped Work Space, Awkward Positions",1.6
5001,13-1081.02,Fine Arts,0.4
7847,13-1081.02,Finger Dexterity,1.75
7845,13-1081.02,Manual Dexterity,0.12
5277,13-1081.02,Negotiation,2.62
7811,13-1081.02,Originality,3.88
5275,13-1081.02,Persuasion,3.25
5271,13-1081.02,Social Perceptiveness,2.88
6288,13-1111.00,Assisting and Caring for Others,2.48
25838,13-1111.00,"Cramped Work Space, Awkward Positions",1.36
5067,13-1111.00,Fine Arts,0.68
7951,13-1111.00,Finger Dexterity,1.12
7949,13-1111.00,Manual Dexterity,0.0
5347,13-1111.00,Negotiation,3.0
7915,13-1111.00,Originality,3.5
5345,13-1111.00,Persuasion,3.5
5341,13-1111.00,Social Perceptiveness,3.75
6370,13-1121.00,Assisting and Caring for Others,3.13
26176,13-1121.00,"Cramped Work Space, Awkward Positions",1.52
5133,13-1121.00,Fine Arts,2.2
8055,13-1121.00,Finger Dexterity,2.0
8053,13-1121.00,Manual Dexterity,2.0
5417,13-1121.00,Negotiation,3.62
8019,13-1121.00,Originality,3.62
5415,13-1121.00,Persuasion,3.5
5411,13-1121.00,Social Perceptiveness,3.75
6452,13-1131.00,Assisting and Caring for Others,2.9
26514,13-1131.00,"Cramped Work Space, Awkward Positions",1.19
5199,13-1131.00,Fine Arts,0.66
8159,13-1131.00,Finger Dexterity,2.25
8157,13-1131.00,Manual Dexterity,0.12
5487,13-1131.00,Negotiation,3.62
8123,13-1131.00,Originality,3.5
5485,13-1131.00,Persuasion,4.38
5481,13-1131.00,Social Perceptiveness,4.0
6534,13-1141.00,Assisting and Caring for Others,2.17
26852,13-1141.00,"Cramped Work Space, Awkward Positions",1.17
5265,13-1141.00,Fine Arts,0.83
8263,13-1141.00,Finger Dexterity,1.5
8261,13-1141.00,Manual Dexterity,0.5
5557,13-1141.00,Negotiation,3.12
8227,13-1141.00,Originality,3.25
5555,13-1141.00,Persuasion,3.5
5551,13-1141.00,Social Perceptiveness,3.75
6616,13-1151.00,Assisting and Caring for Others,2.67
27190,13-1151.00,"Cramped Work Space, Awkward Positions",1.17
5331,13-1151.00,Fine Arts,1.0
8367,13-1151.00,Finger Dexterity,2.12
8365,13-1151.00,Manual Dexterity,0.12
5627,13-1151.00,Negotiation,3.38
8331,13-1151.00,Originality,3.88
5625,13-1151.00,Persuasion,3.25
5621,13-1151.00,Social Perceptiveness,4.12
6698,13-1161.00,Assisting and Caring for Others,1.65
27528,13-1161.00,"Cramped Work Space, Awkward Positions",1.22
5397,13-1161.00,Fine Arts,0.68
8471,13-1161.00,Finger Dexterity,1.75
8469,13-1161.00,Manual Dexterity,0.12
5697,13-1161.00,Negotiation,2.75
8435,13-1161.00,Originality,3.38
5695,13-1161.00,Persuasion,3.25
5691,13-1161.00,Social Perceptiveness,3.38
6780,13-1199.01,Assisting and Caring for Others,2.23
27866,13-1199.01,"Cramped Work Space, Awkward Positions",3.73
5463,13-1199.01,Fine Arts,0.09
8575,13-1199.01,Finger Dexterity,2.75
8573,13-1199.01,Manual Dexterity,2.62
5767,13-1199.01,Negotiation,2.88
8539,13-1199.01,Originality,3.12
5765,13-1199.01,Persuasion,3.0
5761,13-1199.01,Social Perceptiveness,3.0
6862,13-1199.02,Assisting and Caring for Others,2.4
28204,13-1199.02,"Cramped Work Space, Awkward Positions",1.68
5529,13-1199.02,Fine Arts,0.19
8679,13-1199.02,Finger Dexterity,2.25
8677,13-1199.02,Manual Dexterity,0.25
5837,13-1199.02,Negotiation,3.12
8643,13-1199.02,Originality,3.38
5835,13-1199.02,Persuasion,3.5
5831,13-1199.02,Social Perceptiveness,3.5
6944,13-1199.03,Assisting and Caring for Others,2.21
28542,13-1199.03,"Cramped Work Space, Awkward Positions",1.05
5595,13-1199.03,Fine Arts,0.35
8783,13-1199.03,Finger Dexterity,1.25
8781,13-1199.03,Manual Dexterity,0.0
5907,13-1199.03,Negotiation,3.12
8747,13-1199.03,Originality,3.0
5905,13-1199.03,Persuasion,3.0
5901,13-1199.03,Social Perceptiveness,3.0
7026,13-1199.04,Assisting and Caring for Others,2.14
28880,13-1199.04,"Cramped Work Space, Awkward Positions",1.0
5661,13-1199.04,Fine Arts,0.27
8887,13-1199.04,Finger Dexterity,1.0
8885,13-1199.04,Manual Dexterity,0.0
5977,13-1199.04,Negotiation,3.12
8851,13-1199.04,Originality,3.88
5975,13-1199.04,Persuasion,3.75
5971,13-1199.04,Social Perceptiveness,3.5
7108,13-1199.05,Assisting and Caring for Others,1.82
29218,13-1199.05,"Cramped Work Space, Awkward Positions",1.54
5727,13-1199.05,Fine Arts,0.67
8991,13-1199.05,Finger Dexterity,1.62
8989,13-1199.05,Manual Dexterity,0.0
6047,13-1199.05,Negotiation,3.0
8955,13-1199.05,Originality,3.5
6045,13-1199.05,Persuasion,3.25
6041,13-1199.05,Social Perceptiveness,3.38
7190,13-1199.06,Assisting and Caring for Others,2.35
29556,13-1199.06,"Cramped Work Space, Awkward Positions",1.23
5793,13-1199.06,Fine Arts,1.29
9095,13-1199.06,Finger Dexterity,2.25
9093,13-1199.06,Manual Dexterity,0.5
6117,13-1199.06,Negotiation,3.12
9059,13-1199.06,Originality,2.88
6115,13-1199.06,Persuasion,3.12
6111,13-1199.06,Social Perceptiveness,2.75
7272,13-2011.01,Assisting and Caring for Others,2.44
29894,13-2011.01,"Cramped Work Space, Awkward Positions",1.12
5859,13-2011.01,Fine Arts,0.0
9199,13-2011.01,Finger Dexterity,1.62
9197,13-2011.01,Manual Dexterity,0.38
6187,13-2011.01,Negotiation,2.88
9163,13-2011.01,Originality,3.0
6185,13-2011.01,Persuasion,3.0
6181,13-2011.01,Social Perceptiveness,3.0
7354,13-2011.02,Assisting and Caring for Others,2.43
30232,13-2011.02,"Cramped Work Space, Awkward Positions",1.29
5925,13-2011.02,Fine Arts,0.19
9303,13-2011.02,Finger Dexterity,1.25
9301,13-2011.02,Manual Dexterity,0.0
6257,13-2011.02,Negotiation,3.25
9267,13-2011.02,Originality,3.38
6255,13-2011.02,Persuasion,3.62
6251,13-2011.02,Social Perceptiveness,3.25
7436,13-2021.01,Assisting and Caring for Others,1.88
30570,13-2021.01,"Cramped Work Space, Awkward Positions",1.58
5991,13-2021.01,Fine Arts,0.24
9407,13-2021.01,Finger Dexterity,2.0
9405,13-2021.01,Manual Dexterity,1.38
6327,13-2021.01,Negotiation,2.88
9371,13-2021.01,Originality,3.0
6325,13-2021.01,Persuasion,3.0
6321,13-2021.01,Social Perceptiveness,3.12
7518,13-2021.02,Assisting and Caring for Others,1.95
30908,13-2021.02,"Cramped Work Space, Awkward Positions",1.4
6057,13-2021.02,Fine Arts,0.35
9511,13-2021.02,Finger Dexterity,2.0
9509,13-2021.02,Manual Dexterity,0.88
6397,13-2021.02,Negotiation,2.38
9475,13-2021.02,Originality,2.62
6395,13-2021.02,Persuasion,2.5
6391,13-2021.02,Social Perceptiveness,2.75
7600,13-2031.00,Assisting and Caring for Others,2.3
31246,13-2031.00,"Cramped Work Space, Awkward Positions",1.11
6123,13-2031.00,Fine Arts,0.07
9615,13-2031.00,Finger Dexterity,1.12
9613,13-2031.00,Manual Dexterity,0.0
6467,13-2031.00,Negotiation,2.75
9579,13-2031.00,Originality,2.88
6465,13-2031.00,Persuasion,2.88
6461,13-2031.00,Social Perceptiveness,3.0
7682,13-2041.00,Assisting and Caring for Others,1.97
31584,13-2041.00,"Cramped Work Space, Awkward Positions",1.0
6189,13-2041.00,Fine Arts,0.23
9719,13-2041.00,Finger Dexterity,2.5
9717,13-2041.00,Manual Dexterity,1.12
6537,13-2041.00,Negotiation,3.12
9683,13-2041.00,Originality,2.75
6535,13-2041.00,Persuasion,3.12
6531,13-2041.00,Social Perceptiveness,2.75
7764,13-2051.00,Assisting and Caring for Others,1.4
31922,13-2051.00,"Cramped Work Space, Awkward Positions",1.11
6255,13-2051.00,Fine Arts,0.17
9823,13-2051.00,Finger Dexterity,1.38
9821,13-2051.00,Manual Dexterity,0.0
6607,13-2051.00,Negotiation,2.38
9787,13-2051.00,Originality,3.12
6605,13-2051.00,Persuasion,3.25
6601,13-2051.00,Social Perceptiveness,2.88
7846,13-2052.00,Assisting and Caring for Others,3.11
32260,13-2052.00,"Cramped Work Space, Awkward Positions",1.0
6321,13-2052.00,Fine Arts,0.5
9927,13-2052.00,Finger Dexterity,1.88
9925,13-2052.00,Manual Dexterity,0.0
6677,13-2052.00,Negotiation,2.88
9891,13-2052.00,Originality,3.0
6675,13-2052.00,Persuasion,3.62
6671,13-2052.00,Social Perceptiveness,3.38
7928,13-2053.00,Assisting and Caring for Others,1.77
32598,13-2053.00,"Cramped Work Space, Awkward Positions",1.0
6387,13-2053.00,Fine Arts,0.27
10031,13-2053.00,Finger Dexterity,1.62
10029,13-2053.00,Manual Dexterity,0.75
6747,13-2053.00,Negotiation,2.88
9995,13-2053.00,Originality,2.75
6745,13-2053.00,Persuasion,2.75
6741,13-2053.00,Social Perceptiveness,3.0
8010,13-2061.00,Assisting and Caring for Others,2.0
32936,13-2061.00,"Cramped Work Space, Awkward Positions",1.4
6453,13-2061.00,Fine Arts,0.0
10135,13-2061.00,Finger Dexterity,1.75
10133,13-2061.00,Manual Dexterity,0.0
6817,13-2061.00,Negotiation,3.25
10099,13-2061.00,Originality,3.5
6815,13-2061.00,Persuasion,3.38
6811,13-2061.00,Social Perceptiveness,3.75
8092,13-2071.00,Assisting and Caring for Others,3.22
33274,13-2071.00,"Cramped Work Space, Awkward Positions",1.0
6519,13-2071.00,Fine Arts,0.12
10239,13-2071.00,Finger Dexterity,1.5
10237,13-2071.00,Manual Dexterity,0.0
6887,13-2071.00,Negotiation,3.25
10203,13-2071.00,Originality,3.25
6885,13-2071.00,Persuasion,3.5
6881,13-2071.00,Social Perceptiveness,3.62
8174,13-2071.01,Assisting and Caring for Others,1.94
33612,13-2071.01,"Cramped Work Space, Awkward Positions",1.09
6585,13-2071.01,Fine Arts,0.07
10343,13-2071.01,Finger Dexterity,1.75
10341,13-2071.01,Manual Dexterity,0.5
6957,13-2071.01,Negotiation,3.12
10307,13-2071.01,Originality,3.0
6955,13-2071.01,Persuasion,3.12
6951,13-2071.01,Social Perceptiveness,3.5
8256,13-2072.00,Assisting and Caring for Others,2.74
33950,13-2072.00,"Cramped Work Space, Awkward Positions",1.01
6651,13-2072.00,Fine Arts,0.13
10447,13-2072.00,Finger Dexterity,1.75
10445,13-2072.00,Manual Dexterity,0.62
7027,13-2072.00,Negotiation,3.12
10411,13-2072.00,Originality,2.12
7025,13-2072.00,Persuasion,3.12
7021,13-2072.00,Social Perceptiveness,3.0
8338,13-2081.00,Assisting and Caring for Others,2.55
34288,13-2081.00,"Cramped Work Space, Awkward Positions",1.59
6717,13-2081.00,Fine Arts,0.23
10551,13-2081.00,Finger Dexterity,2.12
10549,13-2081.00,Manual Dexterity,1.0
7097,13-2081.00,Negotiation,3.0
10515,13-2081.00,Originality,2.75
7095,13-2081.00,Persuasion,3.12
7091,13-2081.00,Social Perceptiveness,3.0
8420,13-2082.00,Assisting and Caring for Others,2.5
34626,13-2082.00,"Cramped Work Space, Awkward Positions",1.2
6783,13-2082.00,Fine Arts,0.45
10655,13-2082.00,Finger Dexterity,2.38
10653,13-2082.00,Manual Dexterity,1.0
7167,13-2082.00,Negotiation,2.5
10619,13-2082.00,Originality,2.62
7165,13-2082.00,Persuasion,2.75
7161,13-2082.00,Social Perceptiveness,2.88
8502,13-2099.01,Assisting and Caring for Others,1.74
34964,13-2099.01,"Cramped Work Space, Awkward Positions",1.05
6849,13-2099.01,Fine Arts,0.0
10759,13-2099.01,Finger Dexterity,1.38
10757,13-2099.01,Manual Dexterity,1.25
7237,13-2099.01,Negotiation,2.88
10723,13-2099.01,Originality,3.5
7235,13-2099.01,Persuasion,3.5
7231,13-2099.01,Social Perceptiveness,3.0
8584,13-2099.02,Assisting and Caring for Others,2.33
35302,13-2099.02,"Cramped Work Space, Awkward Positions",1.52
6915,13-2099.02,Fine Arts,0.67
10863,13-2099.02,Finger Dexterity,1.25
10861,13-2099.02,Manual Dexterity,0.0
7307,13-2099.02,Negotiation,3.12
10827,13-2099.02,Originality,3.38
7305,13-2099.02,Persuasion,3.38
7301,13-2099.02,Social Perceptiveness,3.12
8666,13-2099.04,Assisting and Caring for Others,1.92
35640,13-2099.04,"Cramped Work Space, Awkward Positions",1.48
6981,13-2099.04,Fine Arts,0.36
10967,13-2099.04,Finger Dexterity,1.25
10965,13-2099.04,Manual Dexterity,0.0
7377,13-2099.04,Negotiation,3.25
10931,13-2099.04,Originality,3.12
7375,13-2099.04,Persuasion,3.38
7371,13-2099.04,Social Perceptiveness,3.38
8748,15-1111.00,Assisting and Caring for Others,2.37
35978,15-1111.00,"Cramped Work Space, Awkward Positions",1.42
7047,15-1111.00,Fine Arts,0.46
11071,15-1111.00,Finger Dexterity,3.12
11069,15-1111.00,Manual Dexterity,1.5
7447,15-1111.00,Negotiation,2.88
11035,15-1111.00,Originality,4.0
7445,15-1111.00,Persuasion,3.75
7441,15-1111.00,Social Perceptiveness,3.25
8830,15-1121.00,Assisting and Caring for Others,1.9
36316,15-1121.00,"Cramped Work Space, Awkward Positions",1.33
7113,15-1121.00,Fine Arts,0.06
11175,15-1121.00,Finger Dexterity,3.0
11173,15-1121.00,Manual Dexterity,1.25
7517,15-1121.00,Negotiation,2.62
11139,15-1121.00,Originality,3.75
7515,15-1121.00,Persuasion,2.88
7511,15-1121.00,Social Perceptiveness,3.0
8912,15-1121.01,Assisting and Caring for Others,3.0
36654,15-1121.01,"Cramped Work Space, Awkward Positions",1.63
7179,15-1121.01,Fine Arts,0.5
11279,15-1121.01,Finger Dexterity,2.75
11277,15-1121.01,Manual Dexterity,1.75
7587,15-1121.01,Negotiation,3.12
11243,15-1121.01,Originality,4.12
7585,15-1121.01,Persuasion,3.5
7581,15-1121.01,Social Perceptiveness,3.25
8994,15-1122.00,Assisting and Caring for Others,1.65
36992,15-1122.00,"Cramped Work Space, Awkward Positions",1.63
7245,15-1122.00,Fine Arts,0.04
11383,15-1122.00,Finger Dexterity,2.12
11381,15-1122.00,Manual Dexterity,1.62
7657,15-1122.00,Negotiation,2.75
11347,15-1122.00,Originality,3.25
7655,15-1122.00,Persuasion,2.88
7651,15-1122.00,Social Perceptiveness,2.75
9076,15-1131.00,Assisting and Caring for Others,2.17
37330,15-1131.00,"Cramped Work Space, Awkward Positions",1.05
7311,15-1131.00,Fine Arts,1.37
11487,15-1131.00,Finger Dexterity,1.88
11485,15-1131.00,Manual Dexterity,1.0
7727,15-1131.00,Negotiation,2.12
11451,15-1131.00,Originality,3.25
7725,15-1131.00,Persuasion,2.75
7721,15-1131.00,Social Perceptiveness,3.0
9158,15-1132.00,Assisting and Caring for Others,2.26
37668,15-1132.00,"Cramped Work Space, Awkward Positions",1.2
7377,15-1132.00,Fine Arts,0.01
11591,15-1132.00,Finger Dexterity,2.75
11589,15-1132.00,Manual Dexterity,1.75
7797,15-1132.00,Negotiation,2.75
11555,15-1132.00,Originality,3.88
7795,15-1132.00,Persuasion,3.0
7791,15-1132.00,Social Perceptiveness,3.0
9240,15-1133.00,Assisting and Caring for Others,1.84
38006,15-1133.00,"Cramped Work Space, Awkward Positions",1.23
7443,15-1133.00,Fine Arts,0.4
11695,15-1133.00,Finger Dexterity,2.12
11693,15-1133.00,Manual Dexterity,1.25
7867,15-1133.00,Negotiation,2.25
11659,15-1133.00,Originality,3.5
7865,15-1133.00,Persuasion,2.75
7861,15-1133.00,Social Perceptiveness,2.88
9322,15-1134.00,Assisting and Caring for Others,1.92
38344,15-1134.00,"Cramped Work Space, Awkward Positions",1.17
7509,15-1134.00,Fine Arts,1.83
11799,15-1134.00,Finger Dexterity,3.0
11797,15-1134.00,Manual Dexterity,2.0
7937,15-1134.00,Negotiation,2.75
11763,15-1134.00,Originality,3.62
7935,15-1134.00,Persuasion,3.12
7931,15-1134.00,Social Perceptiveness,2.75
9404,15-1141.00,Assisting and Caring for Others,2.31
38682,15-1141.00,"Cramped Work Space, Awkward Positions",1.49
7575,15-1141.00,Fine Arts,0.0
11903,15-1141.00,Finger Dexterity,2.5
11901,15-1141.00,Manual Dexterity,1.38
8007,15-1141.00,Negotiation,2.38
11867,15-1141.00,Originality,3.75
8005,15-1141.00,Persuasion,2.75
8001,15-1141.00,Social Perceptiveness,3.0
9486,15-1142.00,Assisting and Caring for Others,2.77
39020,15-1142.00,"Cramped Work Space, Awkward Positions",2.04
7641,15-1142.00,Fine Arts,0.16
12007,15-1142.00,Finger Dexterity,2.75
12005,15-1142.00,Manual Dexterity,2.12
8077,15-1142.00,Negotiation,2.88
11971,15-1142.00,Originality,3.62
8075,15-1142.00,Persuasion,3.0
8071,15-1142.00,Social Perceptiveness,3.0
9568,15-1143.00,Assisting and Caring for Others,2.05
39358,15-1143.00,"Cramped Work Space, Awkward Positions",1.9
7707,15-1143.00,Fine Arts,0.0
12111,15-1143.00,Finger Dexterity,2.12
12109,15-1143.00,Manual Dexterity,1.75
8147,15-1143.00,Negotiation,3.0
12075,15-1143.00,Originality,3.5
8145,15-1143.00,Persuasion,3.38
8141,15-1143.00,Social Perceptiveness,3.0
9650,15-1143.01,Assisting and Caring for Others,2.22
39696,15-1143.01,"Cramped Work Space, Awkward Positions",2.52
7773,15-1143.01,Fine Arts,0.04
12215,15-1143.01,Finger Dexterity,3.0
12213,15-1143.01,Manual Dexterity,2.62
8217,15-1143.01,Negotiation,2.88
12179,15-1143.01,Originality,3.25
8215,15-1143.01,Persuasion,2.88
8211,15-1143.01,Social Perceptiveness,3.25
9732,15-1151.00,Assisting and Caring for Others,2.5
40034,15-1151.00,"Cramped Work Space, Awkward Positions",2.11
7839,15-1151.00,Fine Arts,0.03
12319,15-1151.00,Finger Dexterity,3.12
12317,15-1151.00,Manual Dexterity,2.5
8287,15-1151.00,Negotiation,2.5
12283,15-1151.00,Originality,3.0
8285,15-1151.00,Persuasion,2.5
8281,15-1151.00,Social Perceptiveness,2.75
9814,15-1152.00,Assisting and Caring for Others,2.68
40372,15-1152.00,"Cramped Work Space, Awkward Positions",2.92
7905,15-1152.00,Fine Arts,0.09
12423,15-1152.00,Finger Dexterity,2.88
12421,15-1152.00,Manual Dexterity,2.25
8357,15-1152.00,Negotiation,2.0
12387,15-1152.00,Originality,3.12
8355,15-1152.00,Persuasion,2.62
8351,15-1152.00,Social Perceptiveness,2.88
9896,15-1199.01,Assisting and Caring for Others,1.96
40710,15-1199.01,"Cramped Work Space, Awkward Positions",1.08
7971,15-1199.01,Fine Arts,0.12
12527,15-1199.01,Finger Dexterity,2.12
12525,15-1199.01,Manual Dexterity,1.75
8427,15-1199.01,Negotiation,2.12
12491,15-1199.01,Originality,3.25
8425,15-1199.01,Persuasion,2.75
8421,15-1199.01,Social Perceptiveness,2.88
9978,15-1199.02,Assisting and Caring for Others,2.27
41048,15-1199.02,"Cramped Work Space, Awkward Positions",1.45
8037,15-1199.02,Fine Arts,0.53
12631,15-1199.02,Finger Dexterity,2.12
12629,15-1199.02,Manual Dexterity,1.38
8497,15-1199.02,Negotiation,3.0
12595,15-1199.02,Originality,4.0
8495,15-1199.02,Persuasion,3.0
